Team,Sprint,Issue ID,Story Points,Status,Notes,Sprint Start Date,Sprint End Date,Points Committed,Points Delivered,Predictability (%),RAG Status,Stories Planned,Stories Delivered,Stories Pulled Back,Stories Added Mid-sprint,Churn Status,Delivery Status,Action Item
Team G,Sprint 3,TEAMG-298,3,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,26,36,138.46,Great,10,8,0,3,"3 added, 0 pulled back",Spillover,Keep up the good work.
Team H,Sprint 1,TEAMH-299,4,Delivered,,2025-03-01,2025-03-14,33,19,57.58,Requires Action,8,4,3,0,"0 added, 3 pulled back",Completed,Improve planning or remove blockers.
Team H,Sprint 1,TEAMH-300,3,Delivered,,2025-03-01,2025-03-14,33,19,57.58,Requires Action,8,4,3,0,"0 added, 3 pulled back",Completed,Improve planning or remove blockers.
Team H,Sprint 1,TEAMH-301,6,Delivered,,2025-03-01,2025-03-14,33,19,57.58,Requires Action,8,4,3,0,"0 added, 3 pulled back",Completed,Improve planning or remove blockers.
Team H,Sprint 1,TEAMH-302,6,Delivered,,2025-03-01,2025-03-14,33,19,57.58,Requires Action,8,4,3,0,"0 added, 3 pulled back",Completed,Improve planning or remove blockers.
Team H,Sprint 1,TEAMH-303,4,Pulled Back,Changed priorities,2025-03-01,2025-03-14,33,19,57.58,Requires Action,8,4,3,0,"0 added, 3 pulled back",Completed,Improve planning or remove blockers.
Team H,Sprint 1,TEAMH-304,4,Pulled Back,Changed priorities,2025-03-01,2025-03-14,33,19,57.58,Requires Action,8,4,3,0,"0 added, 3 pulled back",Completed,Improve planning or remove blockers.
Team H,Sprint 1,TEAMH-305,4,Pulled Back,Changed priorities,2025-03-01,2025-03-14,33,19,57.58,Requires Action,8,4,3,0,"0 added, 3 pulled back",Completed,Improve planning or remove blockers.
Team H,Sprint 1,TEAMH-306,2,Pulled Back,Changed priorities,2025-03-01,2025-03-14,33,19,57.58,Requires Action,8,4,3,0,"0 added, 3 pulled back",Completed,Improve planning or remove blockers.
Team H,Sprint 2,TEAMH-307,7,Delivered,,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-308,5,Delivered,,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-309,4,Delivered,,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-310,5,Delivered,,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-311,3,Delivered,,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-312,4,Delivered,,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-313,5,Pulled Back,Changed priorities,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-314,5,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-315,1,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 2,TEAMH-316,5,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-15,2025-03-28,33,41,124.24,Great,7,6,0,3,"3 added, 0 pulled back",Incomplete,Keep up the good work.
Team H,Sprint 3,TEAMH-317,2,Delivered,,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-318,2,Delivered,,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-319,3,Delivered,,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-320,2,Delivered,,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-321,2,Delivered,,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-322,5,Delivered,,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-323,5,Delivered,,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-324,2,Pulled Back,Changed priorities,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-325,3,Pulled Back,Changed priorities,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-326,3,Pulled Back,Changed priorities,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-327,5,Pulled Back,Changed priorities,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team H,Sprint 3,TEAMH-328,4,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,34,24,70.59,Good,11,7,2,1,"1 added, 2 pulled back",Incomplete,Focus on estimation accuracy.
Team I,Sprint 1,TEAMI-329,2,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-330,2,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-331,5,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-332,4,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-333,3,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-334,2,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-335,2,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-336,3,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-337,2,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-338,5,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-339,3,Delivered,,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 1,TEAMI-340,2,Pulled Back,Changed priorities,2025-03-01,2025-03-14,35,33,94.29,Great,12,11,1,0,"0 added, 1 pulled back",Completed,Keep up the good work.
Team I,Sprint 2,TEAMI-341,2,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-342,4,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-343,1,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-344,2,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-345,4,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-346,4,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-347,2,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-348,3,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-349,2,Delivered,,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-350,1,Pulled Back,Changed priorities,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-351,2,Pulled Back,Changed priorities,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-352,1,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 2,TEAMI-353,3,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-15,2025-03-28,27,28,103.7,Great,11,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-354,6,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-355,7,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-356,8,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-357,4,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-358,4,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-359,4,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-360,4,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-361,6,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-362,3,Delivered,,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-363,4,Pulled Back,Changed priorities,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-364,1,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-365,4,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team I,Sprint 3,TEAMI-366,1,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,50,53,106.0,Great,10,9,1,3,"3 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 1,TEAMJ-367,4,Delivered,,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-368,4,Delivered,,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-369,6,Delivered,,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-370,5,Delivered,,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-371,5,Delivered,,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-372,4,Pulled Back,Changed priorities,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-373,4,Pulled Back,Changed priorities,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-374,3,Pulled Back,Changed priorities,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-375,8,Pulled Back,Changed priorities,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-376,3,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 1,TEAMJ-377,5,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-01,2025-03-14,43,28,65.12,Requires Action,9,5,3,2,"2 added, 3 pulled back",Spillover,Improve planning or remove blockers.
Team J,Sprint 2,TEAMJ-378,5,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-379,4,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-380,2,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-381,2,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-382,4,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-383,3,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-384,5,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-385,4,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-386,2,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-387,2,Delivered,,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-388,5,Pulled Back,Changed priorities,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-389,1,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 2,TEAMJ-390,4,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-15,2025-03-28,38,42,110.53,Great,11,10,1,2,"2 added, 1 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-391,3,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-392,4,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-393,2,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-394,7,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-395,5,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-396,2,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-397,6,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-398,6,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-399,7,Delivered,,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-400,7,Pulled Back,Changed priorities,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-401,3,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
Team J,Sprint 3,TEAMJ-402,5,Added Mid-sprint,Mid-sprint addition due to urgent request,2025-03-29,2025-04-11,49,47,95.92,Great,10,9,0,2,"2 added, 0 pulled back",Incomplete,Keep up the good work.
